qid,question,category,sampled_answers,representative_answer,agreement_score,correct_sim,incorrect_sim,label,llm_calls
sciq_0055,What is the most abundant metal of the earth's crust?,science,"[""Oxygen is the most abundant metal of the Earth's crust, making up about 46.6% of the Earth's crust."", ""Iron is the most abundant metal of the Earth's crust, making up approximately 5% of the Earth's crust."", ""The most abundant metal of the Earth's crust is iron."", ""The most abundant metal of the Earth's crust is iron, making up approximately 5% of the Earth's crust."", ""Oxygen is the most abundant metal in the Earth's crust, making up about 46% of the Earth's crust, followed by iron and aluminum.""]","Iron is the most abundant metal of the Earth's crust, making up approximately 5% of the Earth's crust.",0.7393750574395737,0.0,0.0,1,5
sciq_0056,What is the middle layer of connective tissue called?,science,"['The middle layer of connective tissue is called the reticular tissue, which is a type of loose connective tissue that provides support, structure, and framework to various organs and tissues in the body.', 'The middle layer of connective tissue is called the reticular fascicle.', 'The middle layer of connective tissue is called the reticular layer.', 'The middle layer of connective tissue is called the reticular layer, which is a loose network of collagen fibers and reticular fibers that provide support and structure to the body.', 'The middle layer of connective tissue is called the reticular fibers layer.']",The middle layer of connective tissue is called the reticular layer.,0.6148617464406938,0.0,0.0,1,5
sciq_0057,About how tall can mid-ocean ridges be?,science,"['Mid-ocean ridges can be tens of thousands of meters tall, with some of the tallest mountains in the world, such as the East Pacific Rise, reaching heights of over 9,000 meters (29,500 feet).', 'Mid-ocean ridges can be up to 6,000 meters (19,685 feet) tall, although the highest point is typically found on the Mid-Atlantic Ridge, which reaches a maximum height of around 8,200 meters (26,795 feet).', 'Mid-ocean ridges can reach heights of up to 10,000 meters (33,000 feet) or more, with the longest one, the Mid-Atlantic Ridge, stretching over 65,000 kilometers (40,000 miles).', 'Mid-ocean ridges can be as tall as 8,000-10,000 meters (26,247-32,808 feet) above sea level, with some sections reaching heights of up to 9,000 meters (29,527 feet) or more.', 'Mid-ocean ridges can reach heights of up to 6,000 meters (20,000 feet) above sea level, with some of the highest peaks being around 10,000 meters (33,000 feet) in the Atlantic and Indian Oceans. However, the average height of mid-ocean ridges']","Mid-ocean ridges can be as tall as 8,000-10,000 meters (26,247-32,808 feet) above sea level, with some sections reaching heights of up to 9,000 meters (29,527 feet) or more.",0.44192657450494083,0.0,0.05,1,5
sciq_0058,"Competition that occurs between members of the same species, which improves the species’ adaptations, is called what?",science,"['Genetic variation.', ""I'm not sure about the specific term you're looking for, but I can tell you that competition between members of the same species, which can lead to evolutionary adaptations, is often referred to as intraspecific competition."", ""Competition that occurs between members of the same species, which improves the species' adaptations, is called intraspecific competition."", 'Niche competition.', 'Hybridization.']","Competition that occurs between members of the same species, which improves the species' adaptations, is called intraspecific competition.",0.06252811515969411,0.2222222222222222,0.1111111111111111,0,5
sciq_0059,What is the term for a measure of both speed and direction?,science,"['The term for a measure of both speed and direction is velocity.', 'The term for a measure of both speed and direction is velocity.', 'The term for a measure of both speed and direction is velocity.', 'The term for a measure of both speed and direction is velocity.', 'The term for a measure of both speed and direction is velocity.']",The term for a measure of both speed and direction is velocity.,1.0,0.18181818181818182,0.0,0,5
sciq_0060,"Cnidarians are an example of organisms that possess a simple type of what system, used for sensing touch?",science,"['Cnidarians, such as jellyfish and corals, possess a simple type of nervous system called a **nerve net**, which is a decentralized system that allows for sensing touch, movement, and feeding, but not for processing complex information or controlling their movements.', 'Cnidarians, such as jellyfish and corals, possess a simple type of nervous system called a cnidoblastema, which is a decentralized system that uses chemosensory neurons to sense touch and other stimuli.', 'Cnidarians, such as jellyfish and corals, possess a simple type of sensory system known as a statocyst or statolith system, which is used for sensing gravity.', 'Cnidarians, such as jellyfish and corals, possess a simple type of sensory system known as a statocyst, which is used for sensing balance and equilibrium, rather than touch.', 'Cnidarians, such as jellyfish, corals, and sea anemones, possess a simple type of sensory system called a statocyst, which is used for sensing balance and equilibrium.']","Cnidarians, such as jellyfish and corals, possess a simple type of sensory system known as a statocyst, which is used for sensing balance and equilibrium, rather than touch.",0.6330761424367981,0.07142857142857144,0.07142857142857144,1,5
sciq_0061,"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",science,"['The retina has light-sensing photoreceptor cells called retinal photoreceptors, specifically rods and cones.', 'The retina has photoreceptor cells called rods and cones.', 'The retina has light-sensing photoreceptor cells called rods and cones. Rods are more numerous and sensitive to low light levels, while cones are responsible for color vision.', 'The retina has light-sensing photoreceptor cells called rods and cones. Rods are more sensitive to low light levels and are responsible for peripheral and night vision, while cones are responsible for color vision and are more concentrated in the central part of the retina.', 'The retina has light-sensing photoreceptor cells called rods and cones.']",The retina has light-sensing photoreceptor cells called rods and cones.,0.5839917202525898,0.4615384615384615,0.30769230769230765,0,5
sciq_0062,What is the the process by which remains or traces of living things become fossils called?,science,"['The process by which remains or traces of living things become fossils is called permineralization.', 'The process by which remains or traces of living things become fossils is called permineralization.', 'The process by which remains or traces of living things become fossils is called permineralization or petrification.', 'The process by which remains or traces of living things become fossils is called permineralization.', 'The process by which remains or traces of living things become fossils is called permineralization.']",The process by which remains or traces of living things become fossils is called permineralization.,0.9733333333333334,0.0,0.0,1,5
sciq_0063,How does increasing the temperature of reactants affect the rate of their reaction?,science,"['Increasing the temperature of reactants generally increases the rate of a chemical reaction by providing more energy to the reactants, allowing the reactants to move faster and collide more frequently, thus increasing the frequency of successful collisions that result in a reaction. This is known as the collision theory of reaction rate, and it suggests that increasing', 'Increasing the temperature of reactants generally increases the rate of reaction, as higher temperatures provide more energy for the reactants to overcome their activation energy barrier and react. As a result, the reaction rate increases exponentially with temperature, meaning that as the temperature increases, the reaction time decreases, and the reaction can proceed faster and more', 'Increasing the temperature of reactants generally increases the rate of a chemical reaction, as higher temperatures provide more energy for the reactants to break and form products. This is due to the increased kinetic energy of the reactant molecules, allowing them to collide more frequently and successfully react.', 'Increasing the temperature of reactants generally increases the rate of a chemical reaction by providing more energy for the reactant molecules to collide with each other, resulting in a higher frequency of successful collisions and an increase in reaction rate. This is known as the Arrhenius equation, which states that the rate constant (k) of', 'Increasing the temperature of reactants generally increases the rate of a chemical reaction, as higher temperatures provide more energy for the reactants to overcome the activation energy barrier and convert them into products.']","Increasing the temperature of reactants generally increases the rate of a chemical reaction, as higher temperatures provide more energy for the reactants to break and form products. This is due to the increased kinetic energy of the reactant molecules, allowing them to collide more frequently and successfully react.",0.5229018792803932,0.044444444444444446,0.044444444444444446,1,5
sciq_0064,Soap acts as what kind of agent between grease and water?,science,"['Soap acts as an emulsifier between grease and water. It helps to mix and stabilize the two, allowing them to combine and separate easily.', ""Soap acts as an emulsifier, which is a substance that helps to mix and stabilize two or more liquids that don't normally mix, such as oil and water."", 'Soap acts as a surfactant, which is a type of agent that reduces the surface tension between two liquids, allowing them to mix and dissolve more easily, particularly with water.', ""Soap acts as an emulsifier, which is a surfactant that helps to mix and stabilize two or more liquids that don't normally mix, such as oil and water, by reducing their intermolecular forces."", 'Soap acts as an emulsifier between grease and water, helping to break down and mix the two substances together, creating a uniform mixture.']","Soap acts as an emulsifier, which is a substance that helps to mix and stabilize two or more liquids that don't normally mix, such as oil and water.",0.5026004560392279,0.0,0.0,1,5
sciq_0065,"""incident"" and ""reflected"" are two types of what?",science,"['Incident and reflected are types of light.', 'Incident and reflected are both types of **concepts**.', 'Incident and reflected are types of light.', 'Incident and reflected are both types of ""events"".', 'Incident and reflected are two types of light.']",Incident and reflected are types of light.,0.8441666666666666,0.0,0.0,1,5
sciq_0066,"In the inner ear, the vibrations are changed to electrical signals by hair cells lining what?",science,"['The hair cells in the inner ear lining the cochlea are responsible for changing vibrations into electrical signals. These hair cells are specialized sensory cells that contain tiny stereocilia (microscopic hair-like structures) that bend in response to sound waves, triggering a series of electrical signals that are transmitted to the brain.', 'The vibrations are changed to electrical signals by hair cells lining the basilar membrane.', 'In the inner ear, the vibrations are changed to electrical signals by hair cells lining the cochlea, specifically the basilar membrane.', 'The hair cells in the inner ear lining the cochlea are responsible for converting vibrations into electrical signals that are transmitted to the brain.', 'The hair cells lining the cochlea in the inner ear convert mechanical vibrations into electrical signals that are transmitted to the brain, allowing us to perceive sound. The hair cells are embedded in a gelatinous structure called the basilar membrane, which is sensitive to sound waves.']","In the inner ear, the vibrations are changed to electrical signals by hair cells lining the cochlea, specifically the basilar membrane.",0.5192897245443653,0.1111111111111111,0.10526315789473684,0,5
sciq_0067,What part of the neuron is a large structure with a central nucleus?,science,"['The large structure with a central nucleus in a neuron is called the cell body, which is also known as the soma.', 'The part of the neuron with a large structure that has a central nucleus is the axon terminal.', 'The large structure with a central nucleus is a dendrite.', 'The large structure with a central nucleus in a neuron is a dendrite.', 'The part of the neuron that is a large structure with a central nucleus is called the soma.']",The large structure with a central nucleus in a neuron is a dendrite.,0.6365675990675991,0.0,0.0,1,5
sciq_0068,"When equal amounts of a strong acid such as hydrochloric acid are mixed with a strong base such as sodium hydroxide, the result is what kind of solution?",science,"['When equal amounts of a strong acid (like hydrochloric acid) and a strong base (like sodium hydroxide) are mixed, they react to form a neutral solution called a saltwater solution.', 'When equal amounts of a strong acid (like hydrochloric acid) and a strong base (like sodium hydroxide) are mixed, they react to form a solution of sodium chloride (common table salt) and water.', 'When equal amounts of a strong acid (such as hydrochloric acid) are mixed with a strong base (such as sodium hydroxide), the result is a solution of a salt and water, with the acid and base reacting to form water and a salt. The salt is typically sodium chloride (NaCl), which', 'When equal amounts of a strong acid (like hydrochloric acid) and a strong base (like sodium hydroxide) are mixed, they react to form a neutral solution, also known as a saltwater solution or a neutralization reaction, resulting in the formation of water and a salt.', 'When equal amounts of a strong acid (like hydrochloric acid) and a strong base (like sodium hydroxide) are mixed, they react to form a salt and water, resulting in a neutral solution. The acid and base react in a 1:1 ratio to form sodium chloride (common table salt)']","When equal amounts of a strong acid (like hydrochloric acid) and a strong base (like sodium hydroxide) are mixed, they react to form a solution of sodium chloride (common table salt) and water.",0.685929699569267,0.0,0.0,1,5
sciq_0069,Light is a form of what kind of energy?,science,"['Light is a form of electromagnetic radiation.', 'Light is a form of electromagnetic radiation.', 'Light is a form of electromagnetic radiation.', 'Light is a form of electromagnetic radiation.', 'Light is a form of electromagnetic radiation.']",Light is a form of electromagnetic radiation.,1.0,0.25,0.0,0,5
sciq_0070,What organs are considered the female gonads?,science,"['The female gonads are the ovaries.', 'The two main organs considered the female gonads are the ovaries.', 'The female gonads are the ovaries.', 'The two main organs considered the female gonads are the ovaries.', 'The ovaries are the female gonads. They are the reproductive organs responsible for producing eggs (oocytes) in humans and other mammals.']",The two main organs considered the female gonads are the ovaries.,0.6163170163170163,0.2222222222222222,0.0,0,5
sciq_0071,The type of bond that forms between molecules is called what?,science,"['The type of bond that forms between molecules is called a covalent bond.', 'The type of bond that forms between molecules is called a covalent bond.', 'The type of bond that forms between molecules is called a covalent bond.', 'The type of bond that forms between molecules is called a covalent bond.', 'Hydrogen bonds.']",The type of bond that forms between molecules is called a covalent bond.,0.6,0.15384615384615385,0.3076923076923077,1,5
sciq_0072,What crucial role does beneficial fungi play?,science,"['Beneficial fungi play a crucial role in decomposing organic matter and recycling nutrients in ecosystems, fixing nitrogen from the air into the soil, and forming symbiotic relationships with plant roots, which improves plant health and yields. They also help to break down complex organic compounds into simpler ones, making nutrients available to plants and microorganisms', 'Beneficial fungi play a crucial role in decomposing organic matter, recycling nutrients, and forming symbiotic relationships with plant roots, which helps to support plant growth and development. They also contribute to soil structure, aeration, and water retention, making them an essential component of healthy ecosystems.', 'Beneficial fungi play a crucial role in decomposing organic matter, breaking down complex molecules, and recycling nutrients in ecosystems, often referred to as the ""second circle of life,"" which differs from the ""first circle of life"" (photosynthesis) and the ""food chain"" (herbivory).', 'Beneficial fungi play a crucial role in decomposing organic matter, fixing nitrogen in soil, and producing antibiotics and other secondary metabolites that can have antibacterial and antifungal properties. They also help to create a balanced ecosystem by breaking down complex organic compounds and recycling nutrients, which can improve soil fertility and support plant growth', 'Beneficial fungi play a crucial role in decomposing organic matter, recycling nutrients, and producing compounds that are essential for plant growth, including vitamins and antibiotics. They also help to create a balanced ecosystem by breaking down complex organic materials and recycling nutrients, which in turn supports the growth of plants and other organisms.']","Beneficial fungi play a crucial role in decomposing organic matter, recycling nutrients, and producing compounds that are essential for plant growth, including vitamins and antibiotics. They also help to create a balanced ecosystem by breaking down complex organic materials and recycling nutrients, which in turn supports the growth of plants and other organisms.",0.5100361966204704,0.03773584905660377,0.0,0,5
sciq_0073,What do ecologists study at every level?,science,"['Ecologists study various levels of the ecosystem, including: \n\n* 1) Population ecologists: study the dynamics of individual species and their interactions with their environment.\n* 2) Community ecologists: study the interactions and dynamics of different species within a given ecosystem.\n* 3) Ecosystem ecologists: study', 'Ecologists study various aspects of the natural world, including the relationships between living organisms and their environment, ecosystems, and the interactions between organisms and their environment, at different levels, including:', 'Ecologists study various aspects of the natural world, including the interactions between living organisms and their environment at different levels, including:\n\n* Population ecology: the study of populations of organisms, including their dynamics, behavior, and interactions with their environment.\n* Community ecology: the study of communities of organisms living together in a specific habitat', 'Ecologists study a wide range of topics at every level, from the molecular and cellular level to the global and ecosystem level. At the most basic level, ecologists might study the structure and function of living organisms, such as cells, tissues, and organisms, while at a more advanced level, ecologists might study the', 'Ecologists study living organisms and their interactions with the environment at various levels, including: \n\n- Biodiversity: the variety of different species, habitats, and ecosystems\n- Population: the number and distribution of individuals of a species\n- Community: the interactions and relationships between different species in a particular ecosystem\n- E']","Ecologists study various aspects of the natural world, including the interactions between living organisms and their environment at different levels, including:

* Population ecology: the study of populations of organisms, including their dynamics, behavior, and interactions with their environment.
* Community ecology: the study of communities of organisms living together in a specific habitat",0.42466416784104555,0.0,0.0,1,5
sciq_0074,What phase does the nuclear envelope begin to break down?,science,"['The nuclear envelope begins to break down in the process of apoptosis, or programmed cell death. This is typically triggered by stress signals that cause the formation of pores in the nuclear envelope, leading to the release of cellular contents into the cytoplasm.', 'The nuclear envelope begins to break down during the process of apoptosis, which is programmed cell death. Specifically, the nuclear envelope begins to rupture around 30 minutes before cell death, and the outer membrane of the nucleus starts to break down around 1-2 hours after cell death has occurred.', 'The nuclear envelope begins to break down in the final stages of apoptosis, specifically during the ""pseudoplasma shrinkage"" phase, where the nuclear envelope dissolution and the formation of the apoptotic membrane occur.', 'The nuclear envelope begins to break down during the process of apoptosis, or programmed cell death, which is a natural process that occurs in cells to remove damaged or unwanted cells from the body. This breakdown of the nuclear envelope is typically triggered by the release of cytochrome c from the mitochondria, which ultimately leads to the', 'The nuclear envelope begins to break down during the process of apoptosis, specifically in the stage of programmed cell death, also known as apoptosis, where the plasma membrane starts to rupture and the nuclear envelope is dismantled. This process is a series of cellular events that ultimately lead to cell death, and is a key mechanism for eliminating']","The nuclear envelope begins to break down during the process of apoptosis, specifically in the stage of programmed cell death, also known as apoptosis, where the plasma membrane starts to rupture and the nuclear envelope is dismantled. This process is a series of cellular events that ultimately lead to cell death, and is a key mechanism for eliminating",0.4629942622883571,0.0,0.0,1,5
sciq_0075,How do prokaryotic cells divide?,science,"[""Prokaryotic cells, such as bacteria, divide through a process called binary fission, where the cell splits into two identical daughter cells that are genetically identical to the parent cell, resulting in a doubling of the cell's size and a reduction of the number of chromosomes by half. This process typically occurs through a process"", 'Prokaryotic cells, such as bacteria, divide through a process called binary fission, where the cell splits into two identical daughter cells, each with the same number of chromosomes as the parent cell, through a process of cell division that involves the separation of the nucleus and the cytoplasm.', 'Prokaryotic cells, such as bacteria, divide by a process called binary fission, where the cell divides into two daughter cells that are genetically identical to the parent cell, with each new cell receiving a complete set of chromosomes. This process involves a rapid cell division, resulting in two identical cells that are genetically identical', 'Prokaryotic cells, such as bacteria, divide through a process called binary fission, where the cell grows, replicates its DNA, and then divides into two identical daughter cells by splitting into two daughter cells, each with a complete set of genetic material. This process occurs without the presence of a nucleus, and', ""Prokaryotic cells, such as bacteria, divide through a process called binary fission, where the cell replicates its DNA, divides into two identical daughter cells, and then divides again through a process called cleavage, resulting in a new generation of cells. This process involves the duplication of the cell's DNA,""]","Prokaryotic cells, such as bacteria, divide through a process called binary fission, where the cell splits into two identical daughter cells that are genetically identical to the parent cell, resulting in a doubling of the cell's size and a reduction of the number of chromosomes by half. This process typically occurs through a process",0.6174717607959039,0.08163265306122448,0.04081632653061224,0,5
sciq_0076,What is the name of the molecule which has one carbon and four hydrogen atoms?,science,"['The molecule with one carbon and four hydrogen atoms is methane (CH4).', 'The molecule with one carbon and four hydrogen atoms is methane (CH4).', 'The molecule with one carbon and four hydrogen atoms is methane (CH4).', 'The molecule with one carbon and four hydrogen atoms is methane (CH4).', 'The molecule with one carbon and four hydrogen atoms is methane (CH4).']",The molecule with one carbon and four hydrogen atoms is methane (CH4).,1.0,0.16666666666666669,0.15384615384615385,0,5
sciq_0077,Most fungi get organic compounds from what?,science,"['Most fungi get organic compounds from dead and decaying organic matter, such as dead plants, animals, and other organic materials. They obtain these compounds by decomposing or breaking down these organic materials in the soil or decaying wood.', 'Most fungi get organic compounds from decomposing plant material.', 'Most fungi get organic compounds from organic matter, which includes decaying plants and animals, as well as dead organic material from the environment, such as dead leaves, branches, and other plant material.', 'Most fungi get organic compounds from decomposing dead plants and animals, as well as from other organic matter that is broken down by their enzymes.', 'Most fungi get organic compounds from decomposing organic matter, such as dead plants, animals, and other organic material. They also obtain nutrients by breaking down and absorbing them from the soil and other organic-rich environments.']","Most fungi get organic compounds from decomposing organic matter, such as dead plants, animals, and other organic material. They also obtain nutrients by breaking down and absorbing them from the soil and other organic-rich environments.",0.5064304399136509,0.05405405405405405,0.05405405405405405,1,5
sciq_0078,"What nervous system is divided into two parts, the sensory division and the motor division?",science,"['The nervous system is divided into two main parts: the central nervous system (CNS) and the peripheral nervous system (PNS).', 'The nervous system is divided into two main parts: the central nervous system (CNS) and the peripheral nervous system (PNS). The CNS includes the brain and spinal cord, which process information, control body functions, and transmit signals, while the PNS includes the nerves that connect the CNS to the rest of the', 'The nervous system is divided into two main parts: the central nervous system (CNS) and the peripheral nervous system (PNS). The central nervous system includes the brain and spinal cord, while the peripheral nervous system includes all the nerves that connect the CNS to the rest of the body, such as the nerves in the', 'The nervous system is divided into two main parts: the central nervous system (CNS) and the peripheral nervous system (PNS).', 'The nervous system is divided into the central nervous system (CNS) and the peripheral nervous system (PNS), but specifically, the nervous system is also divided into the central nervous system (CNS), which includes the brain and spinal cord, and the peripheral nervous system (PNS), which includes the nerves and gang']",The nervous system is divided into two main parts: the central nervous system (CNS) and the peripheral nervous system (PNS).,0.6242031049708017,0.1111111111111111,0.1111111111111111,1,5
sciq_0079,We must remember that the formal charge calculated for an atom is not the actual charge of the atom in the molecule. formal charge is only a useful bookkeeping procedure; it does not indicate the presence of these?,science,"['The formal charge is a concept used in quantum mechanics to calculate the charge on an atom in a molecule, but it does not directly indicate the presence of any specific atoms or groups of atoms in the molecule.', 'The formal charge is a useful bookkeeping procedure, but it does not indicate the presence of any unpaired electrons or unshared electrons in a molecule, which are the actual charges that contribute to the overall charge of the atom in the molecule.', 'The formal charge is a useful tool for keeping track of the electrons in an atom, but it does not directly indicate the presence of any of the atoms in a molecule.', 'The formal charge is a useful tool for keeping track of the number of electrons gained or lost by each atom in a molecule, but it does not indicate the presence of any actual chemical bonding or the identity of the atoms involved.', 'The formal charge of an atom is a useful tool for keeping track of the total number of valence electrons and their distribution in a molecule, but it does not directly indicate the presence of any of the following: atoms bonded to the central atom, or any unpaired electrons.']","The formal charge is a useful tool for keeping track of the electrons in an atom, but it does not directly indicate the presence of any of the atoms in a molecule.",0.6127909896270214,0.0,0.0,1,5
sciq_0080,What are most cells surrounded by?,science,"['Most cells are surrounded by a cell membrane, which is a thin layer of lipid bilayer that separates the inside of the cell from its external environment.', 'Most cells are surrounded by a cell membrane, which is a thin, semi-permeable lipid bilayer that separates the cell from its environment.', 'Most cells are surrounded by a cell membrane, which is a thin, flexible layer that separates the cell from its external environment and regulates the movement of substances in and out of the cell.', 'Most cells are surrounded by a cell membrane.', 'Cells are surrounded by a cell membrane, also known as a plasma membrane.']","Most cells are surrounded by a cell membrane, which is a thin layer of lipid bilayer that separates the inside of the cell from its external environment.",0.5340279987451024,0.0,0.0,1,5
sciq_0081,Humans are among the most versatile of mammals with what type of diet?,science,"['Humans are omnivores, which means we are primarily herbivores but also consume animal products, and can adapt to a wide variety of diets including plant-based and animal-based diets.', 'Humans are omnivores, meaning we are adapted to eat a wide variety of foods including fruits, vegetables, grains, proteins, and other animal products. Specifically, we are known to be opportunistic omnivores, which means we will eat a mix of plants and animals as our primary source of nutrition.', 'Humans are omnivores, which means we are capable of consuming a wide variety of foods including both plant-based and animal-based diets. Specifically, our diet consists of a mix of fruits, vegetables, grains, proteins from animals, and dairy products, as well as a variety of processed and packaged foods.', 'Humans are omnivores, which means they primarily eat both plants and animals as their main source of nutrition, but they also have a significant amount of carbohydrates, proteins, and fats in their diet.', 'Humans are omnivores, which means we are opportunistic eaters that consume a wide variety of foods, including fruits, vegetables, grains, proteins, and other plant and animal products. We are also capable of eating a range of foods, from raw meat and fish to dairy products and sweets, depending on the region']","Humans are omnivores, which means we are capable of consuming a wide variety of foods including both plant-based and animal-based diets. Specifically, our diet consists of a mix of fruits, vegetables, grains, proteins from animals, and dairy products, as well as a variety of processed and packaged foods.",0.45651026184885557,0.0,0.0,1,5
sciq_0082,What particles ancient greeks propose that matter consists of ?,science,"['The ancient Greeks proposed that matter consists of four elements: earth, air, fire, and water.', 'The ancient Greeks proposed that matter consists of tiny indivisible particles called atoms.', 'The ancient Greeks proposed that matter consists of tiny indivisible particles called atoms.', 'The ancient Greeks proposed that matter consists of four fundamental particles: earth, air, fire, and water.', 'The ancient Greeks proposed that matter consists of atoms.']",The ancient Greeks proposed that matter consists of tiny indivisible particles called atoms.,0.7003719274783742,0.15384615384615385,0.0,0,5
sciq_0083,Solute potential is also called osmotic potential because solutes affect the direction of what?,science,"['Osmotic potential is also called osmotic pressure because it affects the direction of water movement across the cell membrane, causing water molecules to flow out of the cell or into the cell if there is a concentration gradient.', 'Osmotic potential is also called osmotic pressure, which is the pressure exerted by a solution that is caused by the movement of water molecules through a semipermeable membrane, resulting in equal concentrations of solutes on both sides of the membrane.', 'Osmotic potential is also called osmotic pressure. Solutes affect the direction of water flow across a semipermeable membrane, which is the process of osmosis.', 'Solute potential, also known as osmotic potential, is affected the direction of water movement through a semipermeable membrane, which is the movement of water molecules from an area of high solute concentration to an area of low solute concentration.', 'Solute potential is also called osmotic potential because solutes affect the direction of water movement across a semipermeable membrane, which is a key component of the osmosis process.']","Osmotic potential is also called osmotic pressure. Solutes affect the direction of water flow across a semipermeable membrane, which is the process of osmosis.",0.5104987706913559,0.0909090909090909,0.0,0,5
sciq_0084,"The components of a mixture keep their own identity when they combine, so they retain what type of properties, such as boiling point and ability to dissolve?",science,"['The components of a mixture, such as a solution, retain the properties of the individual components, including boiling point and solubility, as long as they are in a uniform mixture.', 'The components of a mixture retain the properties of their individual components, such as boiling point and ability to dissolve, as long as they are in the same proportion.', 'The components of a mixture retain their own properties, such as boiling point and ability to dissolve, as long as they are in a uniform mixture, meaning the concentrations of the components are equal.', 'The components of a mixture keep their own identity when they combine, and this is known as molecular identity. As a result, the mixture retains its boiling point and ability to dissolve properties, such as boiling point and solubility.', 'When two or more substances combine to form a new substance, their individual properties are retained, so they do not mix together. As a result, the boiling point and ability to dissolve remain the same for each component, but the resulting mixture may have different physical properties such as viscosity, surface tension, and density.']","The components of a mixture retain the properties of their individual components, such as boiling point and ability to dissolve, as long as they are in the same proportion.",0.5412990163730692,0.0,0.0,1,5
sciq_0085,What term is used to describe  is the spontaneous emission of particles and radiation from atomic nuclei?,science,"['The term used to describe the spontaneous emission of particles and radiation from atomic nuclei is beta decay.', 'The term used to describe the spontaneous emission of particles and radiation from atomic nuclei is alpha decay.', 'The term used to describe the spontaneous emission of particles and radiation from atomic nuclei is alpha decay.', 'The term used to describe the spontaneous emission of particles and radiation from atomic nuclei is beta radiation.', 'The term used to describe the spontaneous emission of particles and radiation from atomic nuclei is alpha decay.']",The term used to describe the spontaneous emission of particles and radiation from atomic nuclei is alpha decay.,0.9375,0.0,0.0,1,5
sciq_0086,What are atoms with unstable nuclei are considered to be?,science,"['Atoms with unstable nuclei are considered to be radioactive. They are unstable because their nuclei have too many or too few neutrons or protons, causing a change in their atomic number (number of protons) or atomic mass (total number of protons and neutrons), which leads to a loss or gain of energy.', 'Atoms with unstable nuclei are considered to be radioactive. They are typically denoted as ""radioactive isotopes"" and have a short half-life, meaning they decay quickly into more stable elements.', 'Atoms with unstable nuclei are considered to be radioactive, meaning they have an unstable nuclear state and undergo radioactive decay to become more stable.', 'Atoms with unstable nuclei are considered to be radioactive.', 'Atoms with unstable nuclei are considered to be radioactive.']",Atoms with unstable nuclei are considered to be radioactive.,0.5049059634310458,0.19999999999999998,0.19999999999999998,1,5
sciq_0087,What type of organism generally lives in or on its host?,science,"['Most invertebrates, such as insects, arachnids, and crustaceans, generally live in or on their host, while vertebrates, such as fish, mammals, and birds, do not.', 'A protozoan.', 'A parasitic organism generally lives in or on its host.', 'Most invertebrate animals generally live in or on their host, such as insects, arachnids, and crustaceans, as well as some vertebrates like birds, reptiles, and fish.', 'A parasite generally lives in or on its host.']",A parasite generally lives in or on its host.,0.2745607333842628,0.2222222222222222,0.0,0,5
sciq_0088,Cardiac muscle is found only in which part of the heart?,science,"['Cardiac muscle is found in the heart valves.', 'Cardiac muscle is found only in the heart itself, specifically in the septa and endocardium of the heart, but not in the myocardium, which is the middle layer of the heart wall.', ""Cardiac muscle is found in the heart, specifically in the cardiac muscle cells called cardiomyocytes, which make up the heart's muscular walls, including the atria, ventricles, and septa."", 'Cardiac muscle is found in the heart, specifically in the myocardium, which is the inner layer of the heart wall that surrounds the chambers and valves.', 'Cardiac muscle is found only in the endocardium of the heart, not the myocardium.']","Cardiac muscle is found in the heart, specifically in the myocardium, which is the inner layer of the heart wall that surrounds the chambers and valves.",0.496293112692008,0.0,0.0,1,5
sciq_0089,"What occurs not only as organisms grow, but as they reproduce.",science,"['The process you are referring to is called ""metamorphosis."" In animals, metamorphosis is the dramatic and significant physical change that occurs as an individual undergoes development from a juvenile stage to an adult stage, often involving a conspicuous and dramatic transformation in form or structure.', 'The process of asexual reproduction, also known as asexual generation, is the production of offspring that are genetically identical to the parent, and is not limited to growth and development. This includes both mitosis (which results in the production of two genetically identical daughter cells) and budding, fragmentation, and binary fission,', 'Photosynthesis.', 'Metabolism.', 'The process of growth and reproduction in organisms is known as ""metamorphosis,"" which occurs in many types of life forms, including insects, amphibians, and some types of fish, where it involves a dramatic transformation from a juvenile or larval stage to an adult stage.']","The process of growth and reproduction in organisms is known as ""metamorphosis,"" which occurs in many types of life forms, including insects, amphibians, and some types of fish, where it involves a dramatic transformation from a juvenile or larval stage to an adult stage.",0.10566050504332762,0.0,0.0,1,5
